toi,tid,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
1423.01,346418409,FP,2.7556532,3.3967282,2854.4589288,10.9243,112.383,4993.0,4.66918,0.696945
1426.01,128501004,FP,0.78999,1.153,5750.0,9.76952,129.284,5558.0,4.43,1.1
1427.01,2041563029,FP,12.80758,3.596,27112.7,10.0526,72.6157,5094.4,,0.63
1428.01,377304435,FP,11.35626,6.047,2190.0,10.8475,504.976,6314.0,3.87,2.14
1429.01,138968089,FP,0.6412558,1.1161082,1029.5348333,11.6459,435.255,5854.65,4.1262,1.47292
143.01,25375553,KP,2.3109689,3.4303821,6829.4236495,9.77486,298.109,6371.0,3.94807,1.95411
1430.01,293954617,CP,7.4341456,2.424,701.0,8.3879,41.1706,5064.0,4.57887,0.78
1431.01,375506058,CP,2.650232,2.03,6449.0,7.79824,148.925,7400.0,4.11,1.94
1437.01,198356533,CP,18.840891,5.765,331.0,8.69378,103.297,6093.0,4.32207,1.22
1439.01,232982558,CP,27.6438617,5.321,560.0,9.98671,230.306,5873.0,4.043,1.62
144.01,261136679,CP,6.267832,2.789,321.0,5.1054,18.2702,5950.0,4.438,1.15
1443.01,237232044,CP,23.5407467,4.025,956.0,9.9377,85.8034,5236.0,4.63898,0.75
1447.01,298073824,FA,1.2273079,4.8114753,66.4147779,8.1033,309.2709,6906.0,4.438,4.12041
1448.01,343628284,CP,8.0970819,3.127852,4723.0724376,13.1717,73.3345,3391.0,4.84373,0.381586
1449.01,356158613,FA,,3.417725,2167.3207374,10.745,56.3228,5780.0,4.64751,0.604385
1450.01,377293776,CP,2.0439268,1.008937,465.1929875,10.0306,22.4467,3407.0,4.7606,0.473603
1451.01,417931607,CP,16.5379864,2.796,608.0,8.9989,91.9362,5781.0,4.43068,1.03
1452.01,420112589,CP,11.0619937,1.7587777,3249.1164334,12.295,30.5212,3248.0,4.95407,0.275364
1453.01,198390247,CP,6.5886877,1.678,852.0,10.1426,78.7415,4920.0,4.64,0.71
1453.02,198390247,CP,4.3135263,1.874,274.0,10.1426,78.7415,4920.0,4.64,0.71
1459.01,16920150,FA,9.155934,3.1412022,908.2412562,10.1583,101.358,5219.0,4.55718,0.82204
146.01,355636844,FP,6.30556,2.946,860.0,10.7124,739.632,,,
1462.01,188768068,CP,2.1779407,2.098,110.0,5.8961,27.0498,5801.89,4.25132,1.26
1463.01,190998418,KP,2.8791023,2.7497683,11426.6170088,12.0401,367.658,5583.0,4.33946,1.1145999
1465.01,236887394,KP,1.4200248,1.431,23730.0,11.8478,185.615,4910.0,4.57248,0.77
1467.01,240968774,CP,5.9711357,1.5478671,1437.1086027,10.5977,37.4418,3834.0,4.74552,0.490737
1468.01,243185500,CP,15.5324385,1.7640717,2937.4953214,10.8858,24.7399,3382.0,4.85532,0.369306
1468.02,243185500,CP,1.880531,1.1911684,1214.0066593,10.8858,24.7399,3382.0,4.85532,0.369306
1469.01,283722336,KP,3.0929386,0.8776502,254.2319025,4.6278,6.53127,4884.29,4.59034,0.750598
1469.02,283722336,KP,6.7650398,1.421,269.0,4.6278,6.53127,4884.29,4.59034,0.75
1470.01,284441182,CP,2.5272822,1.265861,1847.4872236,11.4752,51.9503,3624.0,4.74607,0.49012
1471.01,306263608,CP,20.7724316,5.508,1415.0,8.5725,67.5478,5625.56,4.46798,0.97
1471.02,306263608,CP,52.5637056,6.5,1193.0,8.5725,67.5478,5625.56,4.46798,0.97
1472.01,306955329,CP,6.3634106,2.692302,2368.6952027,10.5508,121.84,5103.0,4.50257,0.859483
1474.01,427654774,FP,5.222621,4.693629,15867.9920175,14.1431,83.8106,3453.0,4.95337,0.275946
1476.01,432549364,KP,1.2174936,2.57,6969.0,10.2242,268.43,6596.04,4.2467,1.46
1477.01,240681314,KP,2.7324809,2.2139341,9548.2806012,10.6496,370.284,6695.0,4.17494,1.61271
1478.01,409794137,CP,10.1802014,4.613,11500.0,10.2042,152.892,5623.0,4.4,1.04
1479.01,421308357,FP,16.6828999,1.804,2054.0,10.364,531.96,6423.0,3.74,2.63
148.01,393940766,CP,4.86709,3.103,4210.0,11.7835,395.257,5814.3,4.34,1.15
1480.01,335483600,FP,3.354053,1.8984151,6389.1712796,8.7514,893.093,8181.0,,
1481.01,197650870,FP,2.1853174,1.656,1168.0,10.3209,1026.12,8332.0,3.54,4.02
1483.01,452803785,FP,5.0037857,4.154,1950.0,10.4935,209.69,6109.0,4.42,1.09
1484.01,67309890,FP,1.1623941,1.266,1099.0,10.2108,368.134,5843.7,3.82,2.23
1485.01,377191482,FA,2.9551881,1.361,230.0,8.8052,386.266,5054.0,,6.17
1487.01,459978312,FA,23.28798,3.462,120.0,5.28906,110.923,5047.0,,8.95
1488.01,198457103,FA,0.4721054,1.6995515,45.2185132,8.07023,160.832,7269.0,4.08,1.93752
1492.01,354594208,FP,0.86673,1.089,662.925,9.76119,163.083,5904.0,4.31,1.25
1493.01,15692883,CP,5.147905,5.405,3710.0,9.7116,371.414,6064.0,3.57,2.9
1494.01,411608801,CP,5.0267996,2.754044,6358.0060702,10.3002,278.514,6434.0,4.21,1.4782799
1495.01,431148743,FP,2.6277641,2.997,490.0,8.706101,1610.79,3294.0,,
1496.01,384045439,FP,10.82661,6.877,5890.0,10.0478,78.3164,5113.0,4.71,0.68
1498.01,316402246,FP,1.4014167,3.661,2730.0,9.6788,265.402,8014.0,4.32,1.6
1499.01,414870287,FP,4.95898,1.831,230.232,7.8165,2509.86,3295.0,,
150.01,271893367,CP,5.8574075,5.8548029,6489.7302346,10.9031,336.267,5982.9,4.03,1.67987
1500.01,377420580,FP,1.4147363,2.429,990.0,10.1871,89.156,4980.0,,
1502.01,410528770,FP,2.7536237,2.39,1460.0,10.4824,387.982,5647.0,3.68,2.41
1503.01,428065977,FP,1.6534102,3.102,600.0,10.2347,289.116,6928.0,4.29,1.46
1504.01,326114850,FP,1.2456423,1.354,691.0,9.98645,231.273,6194.0,4.16,1.5
1505.01,331034236,FP,3.4272549,5.9083927,569.4677099,9.27116,236.734,6338.0,3.9,2.0707099
1507.01,430677414,FP,0.46741,1.25,1592.12,8.41718,195.542,7960.5,4.23,1.77
1509.01,272828463,FP,1.577609,1.646,1055.0,9.42218,431.14,7856.0,3.78,2.91
151.01,382302241,FP,1.59782,1.49,1713.69,11.0264,137.504,5037.6,4.72,0.79
1510.01,377739433,FP,1.23852,3.138,440.0,10.1975,500.543,6524.0,3.5,3.4
1511.01,376682699,FP,1.1025238,2.321,2919.0,10.381,544.233,9218.0,4.21,2.0
1513.01,269509393,FP,1.76589,3.807,730.0,10.2866,275.906,6221.0,4.13,1.55
1514.01,270238522,FP,1.36991,4.156,1170.0,7.5586,242.006,7339.8,3.56,3.64
1515.01,470709084,FP,3.66505,2.346,910.0,10.4433,337.288,6370.0,3.81,2.32
1516.01,376637093,CP,2.0560153,2.773,17453.0,10.377,247.054,6485.0,4.37,1.24
1518.01,427761355,CP,1.902606,2.3653693,8984.9897271,8.75127,225.888,9918.0,4.32,1.82241
152.01,403287048,FP,7.00776,2.68,3666.99,11.3569,376.849,6347.0,4.23,1.22
1520.01,269238073,FP,6.1461734,5.386,1034.0,9.68805,196.55,6153.0,4.15,1.5
1521.01,366074069,FP,4.1812866,4.394,4280.0,9.78876,317.752,6146.0,3.78,2.31
1523.01,387413037,FP,6.72694,2.649,1070.0,10.3197,305.758,6745.0,4.23,1.53
1524.01,314338017,FP,10.9554897,6.772,370.0,9.1325,792.79,8522.0,,6.79
1525.01,276380902,FP,0.6171788,1.433,519.0,10.3202,799.447,9603.0,3.83,3.14
1526.01,313761775,FP,1.5309799,1.37,654.0,9.693811,320.06,6298.0,3.77,2.38
1529.01,312259170,FP,0.8229,2.068,2660.0,10.4049,969.594,8078.0,3.8,
1530.01,312469860,FP,0.50261,1.127,1120.0,9.9475,257.461,6941.0,,1.67
1535.01,420288086,FP,6.5344463,2.774,3240.0,10.4397,694.491,7715.3,3.96,2.67
1539.01,252636888,FP,2.590266,4.378,700.0,10.4116,530.347,5855.0,3.45,3.22
1540.01,318746829,FP,5.2273176,3.572,2856.0,10.4234,2537.64,3593.0,,
1541.01,319068154,FP,3.7983639,1.594,3194.0,9.7436,581.487,9500.0,,2.36
1542.01,367607434,FA,8.2916,3.361,470.0,8.40348,161.65,5119.0,,3.1
1543.01,431585347,FP,5.13664,4.45,930.0,10.06,605.832,9238.0,4.08,2.32
1545.01,127425841,FP,1.5166573,1.607,1590.0,9.83204,355.69,6905.3,4.03,2.0
1547.01,409520860,FP,0.71933,1.474,478.823,10.3973,241.296,5758.0,4.21,1.44
1548.01,440100539,FA,12.6017,4.835,800.0,8.7282,96.5232,5861.6,4.3,1.21
1552.01,326919774,FP,7.57193,2.656,420.0,8.19,519.941,9146.0,3.45,4.72
1554.01,299158887,KP,9.4341589,2.8505348,4001.924935,11.0579,194.033,5450.4,4.48,0.938168
1555.01,441732151,FP,2.09989,0.908,27336.4,10.1688,169.788,6025.3,4.46,1.04
1556.01,405794804,FP,1.44127,2.605,2750.0,9.79455,315.386,8009.0,4.29,1.65
1557.01,320506985,FP,1.08697,1.967,860.0,10.4925,285.876,5751.0,4.0,1.69
1558.01,117322779,FP,0.68601,1.614,910.0,10.485,,,,
156.01,220518305,FP,14.152,3.599,3800.0,10.294,234.138,5823.9,4.6,1.28
1561.01,245462406,FP,2.27456,3.32,1020.0,10.2948,551.666,6777.0,3.55,3.35
1562.01,249862365,FP,0.98999,2.05,420.0,9.10226,184.69,6208.0,3.99,1.84
1566.01,256414077,FP,3.01106,3.073,1617.22,10.5907,377.17,6516.0,,1.63
1567.01,259151170,FP,,4.149,54500.0,10.374,86.1112,4503.5,4.42,0.86
1568.01,284050395,FP,1.35932,2.831,2840.0,9.74734,104.358,5421.0,4.46,0.94
1569.01,285666479,FP,1.71614,2.038,681.449,10.424,755.795,5511.5,3.28,4.92
157.01,140691463,CP,2.0845434,2.017038,12504.825019,12.0166,355.683,5638.0,4.35,1.10646
1570.01,285674856,FP,1.74626,3.88,1110.0,9.4883,294.123,8348.0,4.24,1.8
1571.01,285677945,FP,1.2427,1.563,663.745,10.2353,317.968,5624.8,3.92,2.14
1573.01,302773669,KP,21.216464,3.045,6499.0,7.6353,78.0863,5925.0,4.1,1.55
1574.01,307111282,FP,,9.597,7440.0,10.2978,186.665,5791.0,4.29,1.21
1575.01,316254876,FP,2.4611008,3.13,1795.0,10.3775,248.563,5429.5,4.01,1.63
1576.01,327011842,FP,0.783879,1.4870966,274.5156373,9.7828,493.702,4975.0,,5.3874698
1577.01,332154944,FP,0.99837,1.632,2730.0,9.60027,143.575,6082.0,4.39,1.13
1579.01,354400186,FP,9.07768,2.78,19171.9,9.7745,524.755,8393.7,4.01,
1580.01,354469661,KP,4.7947749,4.799,6864.0,9.17925,233.22,6333.0,3.86,2.18
1581.01,370759867,FP,,4.23,8410.0,9.76978,124.547,5865.0,4.49,0.97
1582.01,374400599,FP,1.8932775,3.118,3415.0,10.0188,386.181,6904.3,4.05,2.04
1583.01,403256331,FP,3.77188,2.923,450.0,9.5425,867.296,10097.0,3.52,4.62
1584.01,418987806,FP,0.88654,1.679,870.0,9.27904,479.659,6919.0,3.36,4.27
1585.01,444415148,FP,1.83641,2.222,470.0,8.9676,670.885,9542.0,,5.03
1587.01,458914949,FP,12.5343031,4.572,1517.0,10.2543,563.997,7275.0,3.91,2.51
1589.01,52041724,FP,35.4028219,4.221,12666.0,9.87542,278.829,7455.0,4.17,1.78
1590.01,71854745,FP,3.10315,3.535,1760.07,10.2146,749.127,9050.3,3.96,
1591.01,82010657,FP,,8.06,3010.0,9.64805,282.1,7519.0,4.22,1.7
1592.01,186599508,FP,5.6318074,3.4553092,1186.1481873,9.76636,170.592,5669.9,4.16,1.38826
1594.01,201154493,FP,1.51233,2.59,640.0,9.7479,831.907,9447.0,3.54,4.35
1595.01,385105624,FP,1.7498117,1.641,2549.0,10.4511,295.452,6222.3,4.15,1.53
1596.01,431899140,FP,1.9734615,3.69,1295.0,10.0888,710.919,7962.9,3.6,3.62
1597.01,68152139,FP,0.73772,1.057,980.0,10.1342,226.234,6001.0,4.14,1.49
1599.01,129979528,KP,1.2198382,2.8341804,12160.1096043,7.87611,121.944,7398.5,4.25,1.60242
160.01,253917293,FP,4.608,3.383,3213.22,11.2901,341.854,5935.0,4.29,1.28
1600.01,187029841,FP,0.361112,0.756,710.0,9.66027,252.419,6056.9,3.99,1.95
1601.01,139375960,CP,5.33155,6.191,4220.0,10.1035,336.608,5917.0,3.78,2.22
1602.01,129991079,FA,6.15952,3.834,1230.0,10.4375,208.771,6175.9,4.44,1.09
1604.01,118301361,FP,3.46608,4.403,1620.0,9.08054,380.062,7249.8,3.69,3.02
1605.01,101037590,CP,8.7094632,3.027,4510.0,9.62924,159.748,5597.0,4.03,1.59
1608.01,138017750,FP,2.4727425,2.341,2929.0,7.42812,100.635,6057.7,3.84,2.13
1611.01,264678534,CP,16.2016817,2.792,885.0,7.5825,28.2938,5071.0,4.58,0.78
1612.01,268403451,KP,2.8641388,2.417,9597.0,10.0521,234.149,6082.0,4.13,1.53
1613.01,272625214,FP,5.2469991,3.45,1180.0,10.4641,304.76,6651.0,4.27,1.44
1614.01,317397615,FP,0.7438074,1.377,633.0,10.2351,423.272,5182.0,,4.04
1617.01,322202434,FP,1.4013505,1.562,1532.0,10.2505,133.496,5521.0,4.48,0.94
1618.01,376838000,FP,2.1679,1.39,560.0,9.9272,451.796,10596.0,4.27,2.0
1619.01,377144784,FP,2.3866952,2.654,586.0,10.0552,396.201,5017.0,,4.73
1622.01,388076005,FP,1.7126115,3.128,340.0,9.39435,113.845,5932.2,4.48,1.0
1624.01,461387302,FP,5.8089284,5.137,1111.0,10.2763,234.455,6406.0,4.34,1.27
1625.01,470852531,FP,1.49446,2.114,890.0,10.2918,269.476,6587.0,4.27,1.43
1626.01,157586003,KP,3.3326189,3.5620066,8310.5066162,12.0545,610.176,5768.2,4.0,1.6948299
1627.01,424435940,KP,5.0172146,3.7363301,14236.9594003,11.2311,290.404,5930.0,4.4,1.10013
1628.01,284475976,KP,2.1436364,3.1539349,9203.7552743,11.1541,454.144,6148.0,4.01,1.77061
1629.01,310003988,KP,4.5421594,4.294,9760.0,11.191,435.156,5939.3,4.0,1.73
163.01,179317684,CP,4.2311173,4.3531635,7261.2759361,10.8719,411.719,6671.0,4.14,1.6640199
1630.01,317597583,CP,12.0557353,1.959,807.0,8.9943,66.0929,5504.0,4.58,0.83
1632.01,51024887,FP,8.2491871,4.9807847,117724.0282614,14.9885,41.5305,2990.0,5.13581,0.165066
1633.01,165551882,FA,12.1582804,2.1406837,3430.7762638,12.5441,48.049,3429.0,4.90092,0.3232
1634.01,201186294,CP,0.98933,1.0357615,1519.669587,11.0136,35.2736,3455.0,4.76798,0.465258
1635.01,230086768,FP,34.9270483,2.7546907,110264.9392094,13.4447,89.6716,3496.0,4.9,0.389199
1636.01,269892793,FP,1.7729239,1.8255671,26694.3797428,11.9056,152.983,4769.0,4.64845,0.687841
1639.01,348673213,FP,0.901465,2.5562155,3156.5658264,12.974,153.986,3896.0,4.64192,0.611023
164.01,79395355,FP,7.31898,3.771,3809.3,11.407,360.131,5926.0,4.27,1.3
1640.01,396562848,CP,1.9495403,0.8060618,2089.2444115,11.0548,18.2276,3414.0,4.97292,0.260187
1644.01,22843856,FP,1.8497201,1.757,5750.0,9.8203,163.49,6019.0,4.438,1.24
1645.01,184679932,FP,2.1721416,2.7480823,17864.5520776,9.25319,146.653,6198.0,4.27912,1.30937
1646.01,387527558,FA,3.623909,2.6568012,26979.8210456,13.0367,82.1294,3514.0,4.81377,0.414101
1647.01,154927364,FP,6.9744232,2.124,9189.0,10.249,306.502,5821.7,3.97,1.86
1649.01,116608612,FP,3.4557863,2.164,6423.0,9.17041,267.683,8170.0,4.24,1.78
165.01,350743714,FP,7.757643,2.8561356,7336.6908822,9.6686,210.311,6038.0,3.96,1.91151
1650.01,122485078,FP,9.1505,2.986,1370.0,10.0106,463.156,7719.0,3.74,3.02
1651.01,138168780,KP,3.7649949,2.642,14735.0,9.88278,235.479,6724.0,4.29,1.42
1652.01,154867950,FP,0.6664948,1.38,260.0,8.68013,130.942,5329.0,3.8,1.99
1657.01,27677846,FP,5.6309047,3.877,1683.0,9.5668,78.7137,5304.0,4.6,0.79
1658.01,286561122,FP,0.6803433,2.0674164,565.5754223,10.2674,506.864,7325.5,3.71,2.97877
1660.01,311121985,FP,1.3561596,2.504,482.0,9.00007,187.823,6375.0,4.0,1.86
1661.01,312122956,FP,2.0492064,3.417,1030.0,10.1283,4488.38,,,
1662.01,339538183,FP,2.6093167,1.175,1984.0,9.7053,294.292,7235.0,,1.78
1663.01,353367071,FP,2.37532,2.957,1940.0,9.84095,402.261,7895.7,4.06,2.11
1665.01,354006740,FP,1.76406,3.086,870.0,6.4018,66.5241,6481.7,,2.03
1666.01,368536386,FP,1.69433,2.169,650.0,10.3693,428.948,7185.0,4.04,2.0
1668.01,417705690,FP,2.363311,3.294,1121.0,10.0233,130.543,5420.0,4.38,1.04
1669.01,428679607,CP,2.6800536,1.758,456.0,9.52906,111.276,5550.0,4.37,1.07
1671.01,459903429,FA,8.13664,2.084,840.0,8.71289,221.791,4913.0,,3.96
1672.01,468828873,FP,3.8954139,2.832,911.0,10.045,281.902,6064.0,3.94,1.89
1673.01,470315428,FP,1.08625,2.534,1110.0,10.2851,222.358,5562.6,,1.4
1674.01,73104318,FP,7.45494,3.465,2280.0,9.46925,201.645,5029.7,,2.45
1680.01,259168516,CP,4.8026561,1.1658648,4358.1157678,13.3081,37.2209,3231.0,5.04064,0.213459
1682.01,367366318,KP,2.7347651,3.205,9209.0,8.14847,136.681,6767.9,4.1,1.77
1683.01,58542531,CP,3.057524,1.3790503,1117.9638175,9.794,51.1884,4402.0,4.59,0.695095
1685.01,28900646,CP,0.6691449,0.9921631,1254.3711932,11.1117,37.6153,3457.0,4.7705,0.462408
1688.01,121966220,FP,6.7171913,7.5037208,9138.715071,10.8001,472.704,5843.0,3.7177,2.3529
1689.01,198384408,FA,9.1238101,5.1188391,283.324087,6.3196,26.9148,5470.16,4.30008,1.1485
169.01,183120439,CP,2.2554459,1.6678604,5283.7103901,11.788,407.84,5817.0,4.23,1.29661
1690.01,267574918,CP,1.4079369,0.3063531,484643.7441389,16.338,24.7359,5780.0,4.438,
1691.01,268334473,CP,16.7368995,4.561,989.0,9.52636,111.445,5759.0,4.44767,1.0
1693.01,353475866,CP,1.766692,1.4196682,830.5082973,10.6714,30.7947,3474.0,4.77152,0.46126
1694.01,396740648,CP,3.7701296,2.8512056,4361.1801082,10.7424,124.68,5058.0,4.53907,0.81833
1695.01,422756130,CP,3.1342946,1.2158796,1183.6060713,11.0294,45.1309,3575.0,4.72334,0.516105
1696.01,470381900,CP,2.5005291,0.8809865,12579.3504758,13.9664,64.9172,3181.0,4.94798,0.280475
1700.01,23650642,FP,1.12355,1.611,1020.0,10.8219,189.762,5524.0,4.41,1.01
1702.01,371210825,FP,0.40312,0.853,1000.0,10.9894,103.107,4252.9,4.37,0.89
171.02,309257814,FP,1.8135767,1.0753316,4166.2802035,11.6626,256.345,5237.0,4.2427,1.1072299
1710.01,445805961,CP,24.2833782,5.132,2844.0,8.9134,81.2271,5675.0,4.46,0.98
1711.01,461662295,FP,10.2558,5.088,5740.0,9.92871,112.978,5326.0,4.43,0.97
1712.01,67926921,FP,3.566276,4.197,3870.0,9.9841,574.264,6831.4,3.61,3.17
1714.01,239154970,KP,3.4744763,4.258,12920.0,10.7131,396.11,6642.3,4.14,1.67
1715.01,142090065,FP,2.8269356,1.1692366,950.9544382,9.01249,182.907,7072.0,4.28,1.50581
1716.01,14336130,CP,8.082354,3.284,559.0,8.82897,104.158,5878.6,4.28,1.24
1720.01,356473034,KP,2.6158597,2.517,13363.0,10.4467,154.273,5267.0,4.32,1.08
1721.01,51234631,KP,4.1250429,4.454,8804.0,10.1653,272.655,6304.0,4.11,1.62
1723.01,71431780,CP,13.7270395,4.007,901.0,9.09942,100.727,5777.0,4.38035,1.09
1724.01,81212286,FP,0.6850808,1.0565887,2675.7176662,12.507,58.3171,3541.0,4.8452,0.380019
1725.01,86396382,KP,1.0914304,3.05123,15377.7920504,11.0967,427.246,6154.0,4.02046,1.74942
1726.01,130181866,CP,7.107934,3.440833,501.6058242,6.2683,22.4035,5694.11,4.53108,0.902932
1726.02,130181866,CP,20.5438153,4.0537919,799.3817133,6.2683,22.4035,5694.11,4.53108,0.902932
1728.01,285048486,CP,3.4913952,1.763,5400.0,10.7921,60.798,3907.0,4.62346,0.63
1729.01,298666530,FP,0.5732087,0.4582376,432048.7343961,18.3324,151.383,5780.0,4.438,
1731.01,371234684,KP,3.9228042,3.205,13970.0,11.7946,455.203,6193.0,4.2858,1.3
1733.01,53427308,FP,5.80322,1.569,1710.0,10.379,251.27,5846.0,4.11,1.5
1739.01,159418353,CP,8.3033493,1.705,571.0,9.812,70.9819,4814.0,4.54519,0.78
174.01,425997655,CP,17.6671687,2.525,854.0,8.7513,39.0341,4813.0,4.38,0.69
174.02,425997655,CP,29.7975205,2.782,671.0,8.7513,39.0341,4813.0,4.38,0.69
174.03,425997655,CP,12.1623316,2.614,317.0,8.7513,39.0341,4813.0,4.38,0.69
174.04,425997655,CP,3.9766833,1.859,142.0,8.7513,39.0341,4813.0,4.38,0.69
174.05,425997655,CP,7.9076222,2.611,217.0,8.7513,39.0341,4813.0,4.38,0.69
1742.01,219857012,CP,21.2690422,5.893,350.0,8.2865,72.8871,5707.0,4.31886,1.16
1743.01,219860288,CP,4.2660553,0.69,1700.0,12.4251,41.2758,3281.0,4.90415,0.32
1744.01,229455001,CP,22.3417286,2.582,472.0,9.01932,114.39,6179.0,4.3969,1.14
1749.01,233602827,CP,4.4891367,1.8833377,1271.1867023,12.2574,99.5561,3959.0,4.68416,0.561356
1749.02,233602827,CP,9.0447039,1.7653148,1611.0010188,12.2574,99.5561,3959.0,4.68416,0.561356
1749.03,233602827,KP,2.3889051,1.032409,569.8511771,12.2574,99.5561,3959.0,4.68416,0.561356
1751.01,287080092,CP,37.4685042,7.685,429.0,8.80616,113.335,6114.0,4.293,1.27
1753.01,289580577,CP,5.3846239,3.2617296,630.6901313,11.2078,226.671,5700.0,4.48088,0.959022
1758.01,367858035,CP,20.7051499,3.348,1822.0,10.0907,96.6215,5169.0,4.57,0.81
176.01,272086159,FP,16.155373,1.556705,71225.723174,13.4004,65.9528,3270.0,4.98242,0.271
1766.01,67666096,KP,2.7033942,2.927,10340.0,9.43351,210.252,6518.0,4.15,1.61
1767.01,8767448,KP,4.3532339,3.869,10270.0,9.98111,227.537,5914.0,4.07,1.59
1768.01,137906197,CP,7.3377236,4.243,795.0,9.91008,157.597,5994.0,4.4,1.1
177.01,262530407,CP,2.8531016,1.142,1395.0,9.49275,22.4751,3703.0,4.76229,0.52
1770.01,457138169,FP,1.0924536,1.2245785,874.580104,9.22437,163.438,6273.0,4.2,1.4487799
1771.01,252479260,KP,3.2122302,2.653,14429.0,9.007,81.7647,5357.7,4.37,1.04
1773.01,332064670,KP,0.7365463,1.5732208,384.6733121,5.2058,12.5855,5250.0,4.42,0.963515
1774.01,4897275,CP,16.7100422,5.4004652,615.2873631,7.6474,53.974,5853.7,4.38636,1.09271
1775.01,9348006,CP,10.2405483,3.538,9950.0,10.9184,149.234,5251.0,4.54337,0.84
1779.01,67646988,KP,1.8817191,1.236,99270.0,12.4368,33.928,3138.0,4.91873,0.31
178.01,251848941,CP,6.5578513,2.08,1596.0,10.42,62.699,4111.0,4.55528,0.66
178.02,251848941,CP,20.708504,2.236524,1657.067907,10.42,62.699,4111.0,4.55528,0.701202
178.03,251848941,CP,9.9616347,2.4648052,1084.4327062,10.42,62.699,4111.0,4.55528,0.660806
178.04,251848941,KP,3.2384253,1.9941055,532.7580623,10.42,62.699,4111.0,4.55528,0.660806
178.05,251848941,KP,15.2321843,2.5318138,1228.5332287,10.42,62.699,4111.0,4.55528,0.660806
1782.01,160045097,CP,4.9877056,2.2769107,1192.3398198,11.3069,95.2649,4336.0,4.62012,0.668693
1782.02,160045097,CP,1.8290294,1.6679098,704.8493933,11.3069,95.2649,4336.0,4.62012,0.668693
1786.01,86280613,FP,9.573548,2.036,2788.0,9.5173,248.695,6505.0,4.04,1.83
1788.01,450327768,FP,5.34326,1.426,6980.0,10.1883,191.532,5776.0,4.25,1.26
1789.01,172518755,CP,3.2087149,1.639,1960.0,9.1824,229.067,5971.4,3.77,2.26
179.01,207141131,CP,4.1374379,1.8454937,1125.5354645,8.1796,38.5653,5058.0,4.51761,0.802633
1790.01,310981412,FA,9.62517,3.725,540.0,10.2728,164.178,6149.0,4.57,0.93
1791.01,233684293,FA,48.4808217,8.081,110.0,9.05769,247.435,6153.0,3.72,2.47
1793.01,304142124,CP,55.087,5.709,2509.0,7.8436,36.9941,5175.0,4.51,0.87
1795.01,135083444,FP,2.7917911,1.4664254,1018.9771433,10.0721,183.175,6071.0,4.36,1.16271
1796.01,138819293,KP,2.6438856,0.9689289,6404.7051471,8.40346,9.75321,3456.0,4.8,0.425432
1798.01,198153540,CP,8.0214735,3.2087652,882.3089291,10.5191,113.181,5165.2,4.59,0.784618
1798.02,198153540,CP,0.4378083,1.1404291,290.8856184,10.5191,113.181,5165.2,4.59,0.784618
1799.01,8967242,CP,7.093853,2.5107626,284.2381135,8.3662,62.1274,5690.0,4.48062,0.956941
1800.01,17993892,KP,4.1244833,3.567,9590.0,11.1065,277.278,5634.0,4.24009,1.26
1801.01,119584412,CP,10.6439385,2.713,1240.0,9.85623,30.6796,3815.0,4.69775,0.55
1806.01,166648874,CP,15.1512051,2.3438166,4955.304292,12.6196,55.5211,3272.0,4.82521,0.401575
1807.01,180695581,CP,0.54937,0.883,370.0,9.0363,42.5775,4612.99,4.56172,0.74
181.01,76923707,CP,4.5320502,2.3754425,7874.5852788,10.4654,96.2338,4983.0,4.61445,0.805573
1810.01,373693175,KP,1.3273482,2.083,18850.0,11.6281,294.419,5555.05,4.36832,1.07
1811.01,376524552,CP,3.7130701,1.654,19610.0,11.1237,128.23,4719.0,4.49738,0.81
1813.01,377290815,FP,0.798,0.679,190.0,9.91892,285.002,6194.2,4.0,1.84
1815.01,233720539,FP,2.555332,5.14,6550.0,10.8946,617.233,6454.0,3.77,2.48
1816.01,237108272,FA,22.7873,5.334,410.0,9.303001,117.652,5845.0,,1.16
1820.01,393831507,CP,4.860673,2.632,6140.0,10.5268,248.504,5778.2,4.16,1.4
1821.01,82308728,KP,9.4893231,2.757,940.0,6.9859,21.5618,5120.0,4.6,0.77
1823.01,142381532,CP,38.8135498,5.944,9593.0,9.7722,71.6456,4760.0,4.49,0.82
1824.01,142387023,CP,22.8085719,3.847,977.0,8.9754,59.4314,5182.0,4.55,0.82
1826.01,229400092,CP,4.1419805,2.3809654,10130.9411804,11.2086,265.471,5418.3,4.31,1.15614
1827.01,390651552,CP,1.467119,1.0069313,1550.632368,8.8223,8.07426,3297.0,4.89,0.331472
1828.01,232982938,CP,9.0941239,4.389,2570.0,11.1315,369.986,5759.8,4.07,1.56
183.01,183979262,FP,3.4307565,3.1443388,9664.2985634,8.3291,213.024,6270.0,3.61332,2.72192
1830.01,20182165,FP,9.7815625,3.736,20040.0,7.0166,50.3098,6327.16,4.37297,1.21
1833.01,61098812,KP,3.6935997,4.466185,8580.4318905,9.87229,251.303,6097.47,3.99566,1.78076
1836.01,207468071,CP,20.3807824,6.6590149,2371.5221505,9.29416,191.649,6351.0,4.12,1.61988
1836.02,207468071,FP,1.7727505,1.519,243.0,9.29416,191.649,6351.0,4.12,1.62
